,team1,team2,Ground,date,Series,toss_winner,first_batting,match_winner,team1_player1_bat_rank,team1_player1_bowl_rank,team1_player2_bat_rank,team1_player2_bowl_rank,team1_player3_bat_rank,team1_player3_bowl_rank,team1_player4_bat_rank,team1_player4_bowl_rank,team1_player5_bat_rank,team1_player5_bowl_rank,team1_player6_bat_rank,team1_player6_bowl_rank,team1_player7_bat_rank,team1_player7_bowl_rank,team1_player8_bat_rank,team1_player8_bowl_rank,team1_player9_bat_rank,team1_player9_bowl_rank,team1_player10_bat_rank,team1_player10_bowl_rank,team1_player11_bat_rank,team1_player11_bowl_rank,team2_player1_bat_rank,team2_player1_bowl_rank,team2_player2_bat_rank,team2_player2_bowl_rank,team2_player3_bat_rank,team2_player3_bowl_rank,team2_player4_bat_rank,team2_player4_bowl_rank,team2_player5_bat_rank,team2_player5_bowl_rank,team2_player6_bat_rank,team2_player6_bowl_rank,team2_player7_bat_rank,team2_player7_bowl_rank,team2_player8_bat_rank,team2_player8_bowl_rank,team2_player9_bat_rank,team2_player9_bowl_rank,team2_player10_bat_rank,team2_player10_bowl_rank,team2_player11_bat_rank,team2_player11_bowl_rank
434,South Africa,England,"Newlands, Cape Town", Jan 9 1996, England tour of South Africa at Cape Town,1,1,1,17,101,63,101,61,42,33,101,21,101,6,20,101,101,101,101,101,4,101,13,101,101,9,101,22,101,3,80,48,101,15,101,101,101,84,58,101,56,101,101,101,51,101,62
435,South Africa,England,"Mangaung Oval, Bloemfontein", Jan 11 1996, England tour of South Africa at Bloemfontein,1,1,2,28,101,83,38,60,43,101,101,8,20,22,101,19,101,101,80,61,101,101,101,101,13,79,14,6,101,2,74,37,101,100,101,16,101,21,101,101,101,101,48,101,101,101,63
436,Australia,Sri Lanka,"W.A.C.A. Ground, Perth", Jan 12 1996, Benson & Hedges World Series at Perth,1,1,1,14,101,4,54,50,101,26,40,58,80,18,100,45,101,73,2,86,7,101,10,101,3,47,38,79,101,37,81,15,67,32,101,101,101,70,36,88,37,92,16,101,101,101,68
437,England,South Africa,"The Wanderers Stadium, Johannesburg", Jan 13 1996, England tour of South Africa at Johannesburg,1,1,2,80,13,7,101,11,101,4,73,91,101,13,101,101,90,85,58,101,101,101,101,101,43,29,101,83,40,9,19,32,101,101,101,21,101,58,36,94,61,61,101,101,6,101,15
438,Sri Lanka,West Indies,"W.A.C.A. Ground, Perth", Jan 14 1996, Benson & Hedges World Series at Perth,2,1,1,46,39,69,101,38,81,19,67,101,101,32,101,101,101,89,35,91,15,101,93,101,66,37,34,54,101,61,101,35,101,12,32,78,101,101,101,94,53,101,27,101,4,101,9
439,England,South Africa,"SuperSport Park, Centurion", Jan 14 1996, England tour of South Africa at Centurion,1,1,2,21,101,9,101,5,71,42,101,81,101,101,94,86,101,101,48,83,13,101,40,101,44,27,101,10,101,8,19,29,101,101,101,22,101,62,101,101,59,101,6,101,55,101,16
440,Australia,Sri Lanka,Melbourne Cricket Ground, Jan 16 1996, Benson & Hedges World Series at Melbourne,1,1,2,4,56,17,101,53,101,23,43,56,79,14,101,45,101,75,2,88,4,101,9,101,3,47,40,54,101,39,81,101,101,18,67,30,101,13,60,81,36,87,13,101,101,101,64
441,England,South Africa,"Kingsmead, Durban", Jan 17 1996, England tour of South Africa at Durban,2,1,2,8,101,21,101,11,101,5,72,28,101,101,96,85,101,101,38,87,15,101,39,101,67,29,101,12,101,6,20,76,101,60,37,22,101,101,56,63,101,100,12,101,7,101,11
442,Australia,Sri Lanka,Melbourne Cricket Ground, Jan 18 1996, Benson & Hedges World Series at Melbourne,2,1,1,19,101,4,55,49,101,24,43,61,79,11,101,44,101,74,2,87,4,101,8,101,3,47,44,53,101,36,82,17,66,101,101,33,101,14,62,85,36,91,11,101,101,101,60
443,South Africa,England,"Buffalo Park, East London", Jan 19 1996, England tour of South Africa at East London,1,1,1,12,101,88,37,6,20,81,101,53,40,22,101,101,101,101,54,65,101,94,11,101,101,8,101,101,87,14,101,4,72,89,101,34,101,19,101,101,36,101,47,101,35,101,66
444,Australia,Sri Lanka,Sydney Cricket Ground, Jan 20 1996, Benson & Hedges World Series at Sydney,2,1,1,4,54,16,101,50,101,25,42,62,78,8,101,42,101,74,3,85,2,101,10,101,4,46,43,55,101,18,66,36,81,13,61,73,38,101,101,84,35,101,85,88,12,101,59
445,South Africa,England,"St George's Park, Port Elizabeth", Jan 21 1996, England tour of South Africa at Port Elizabeth,1,1,1,28,101,101,101,13,101,6,21,56,90,82,101,53,37,101,53,101,52,94,9,101,101,11,101,101,82,15,101,4,71,20,101,34,101,92,101,101,38,101,65,101,28,101,43
446,New Zealand,Zimbabwe,"Eden Park, Auckland", Jan 28 1996, Zimbabwe tour of New Zealand at Auckland,1,1,1,101,101,35,86,33,101,63,101,36,41,23,101,51,40,101,101,101,32,74,15,101,18,53,85,101,101,75,78,101,101,64,101,101,101,101,23,101,66,101,53,101,77,101,65
447,Zimbabwe,New Zealand,"Basin Reserve, Wellington", Jan 31 1996, Zimbabwe tour of New Zealand at Wellington,1,1,2,50,86,101,101,75,74,101,101,65,101,101,101,101,101,101,23,101,66,101,68,101,101,101,101,38,82,27,101,56,101,22,101,53,40,101,101,74,13,101,52,101,18,101,101
448,Zimbabwe,New Zealand,"McLean Park, Napier", Feb 3 1996, Zimbabwe tour of New Zealand at Napier,2,1,1,53,80,101,101,75,70,101,101,64,101,101,101,101,101,100,23,92,63,101,97,101,46,101,101,38,83,25,101,50,101,23,101,68,50,101,101,101,33,101,49,101,18,101,101
449,New Zealand,England,"Sardar Patel (Gujarat) Stadium, Motera, Ahmedabad", Feb 14 1996, Wills World Cup at Ahmedabad,2,1,1,101,101,26,85,23,101,54,101,33,43,68,50,50,40,101,101,74,12,101,41,101,18,13,101,21,101,2,67,38,101,19,101,91,101,101,83,101,34,101,30,101,66,101,42
450,South Africa,United Arab Emirates,Rawalpindi Cricket Stadium, Feb 16 1996, Wills World Cup at Rawalpindi,2,1,1,30,101,7,101,6,23,32,101,81,101,22,101,57,36,101,51,101,101,101,9,101,14,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
451,Zimbabwe,West Indies,"Lal Bahadur Shastri Stadium, Hyderabad", Feb 16 1996, Wills World Cup at Hyderabad,1,1,2,101,101,50,81,80,73,65,101,70,101,101,101,101,101,101,27,84,61,101,52,101,89,55,101,37,101,1,101,63,101,46,76,96,32,101,101,93,48,101,21,101,5,101,7
452,New Zealand,Netherlands,"Reliance Stadium, Vadodara", Feb 17 1996, Wills World Cup at Vadodara,1,1,1,81,101,28,82,22,101,55,101,31,41,24,101,68,45,101,101,101,34,101,18,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
453,Kenya,India,"Barabati Stadium, Cuttack", Feb 18 1996, Wills World Cup at Cuttack,2,1,2,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,25,90,2,54,12,101,16,101,75,101,101,101,49,20,101,10,101,6,101,44,101,24
454,United Arab Emirates,England,"Arbab Niaz Stadium, Peshawar", Feb 18 1996, Wills World Cup at Peshawar,1,1,2,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,21,101,101,100,35,101,13,101,19,101,93,101,101,86,101,33,90,16,101,29,101,40
455,New Zealand,South Africa,"Iqbal Stadium, Faisalabad", Feb 20 1996, Wills World Cup at Faisalabad,1,1,2,79,101,32,78,21,101,57,101,31,42,23,101,70,47,51,41,101,101,74,14,101,18,7,101,101,101,3,23,33,101,77,101,24,101,54,35,101,46,101,49,101,8,101,12
456,Zimbabwe,Sri Lanka,"Sinhalese Sports Club Ground, Colombo", Feb 21 1996, Wills World Cup at Colombo,1,1,2,101,101,50,81,76,74,62,101,68,101,101,101,101,24,83,61,101,89,101,52,101,79,48,45,58,101,34,83,12,66,10,63,101,101,35,101,88,10,86,37,101,101,101,101
457,West Indies,India,"Captain Roop Singh Stadium, Gwalior", Feb 21 1996, Wills World Cup at Gwalior,1,1,2,56,101,37,101,1,101,61,101,82,101,95,31,101,101,94,53,101,23,101,5,101,8,26,90,2,55,14,101,8,101,16,101,49,20,74,101,101,64,101,7,101,6,101,43
458,England,Netherlands,"Arbab Niaz Stadium, Peshawar", Feb 22 1996, Wills World Cup at Peshawar,1,1,1,22,101,101,88,3,66,30,101,16,101,19,101,96,101,101,35,90,16,101,32,101,65,101,101,101,101,101,101,101,90,101,101,101,101,101,101,101,101,101,101,101,101,101,101
459,Australia,Kenya,"Indira Priyadarshini Stadium, Visakhapatnam", Feb 23 1996, Wills World Cup at Visakhapatnam,2,1,1,18,101,5,56,57,101,26,49,63,81,9,98,42,101,71,3,84,2,101,12,101,5,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
460,United Arab Emirates,Pakistan,"Jinnah Stadium, Gujranwala", Feb 24 1996, Wills World Cup at Gujranwala,2,1,2,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,28,101,101,101,6,101,39,101,101,101,101,101,81,101,101,21,101,101,101,20
461,South Africa,England,Rawalpindi Cricket Stadium, Feb 25 1996, Wills World Cup at Rawalpindi,1,1,1,7,101,101,101,5,26,31,101,72,101,22,101,52,33,101,44,101,45,101,9,96,11,18,101,101,91,3,65,26,101,27,101,20,101,97,101,101,32,84,15,101,29,101,60
462,Zimbabwe,Kenya,"Moin-ul-Haq Stadium, Patna", Feb 26 1996, Wills World Cup at Patna,1,1,2,49,79,72,101,79,73,63,101,101,101,101,101,101,23,83,60,101,69,101,78,101,92,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
463,Netherlands,Pakistan,"Gaddafi Stadium, Lahore", Feb 26 1996, Wills World Cup at Lahore,1,1,2,101,101,101,101,101,101,98,101,101,101,101,84,101,101,101,101,101,101,101,101,101,101,101,101,28,101,101,101,6,101,39,101,101,101,101,101,81,101,101,21,101,101,101,20
464,Kenya,Zimbabwe,"Moin-ul-Haq Stadium, Patna", Feb 27 1996, Wills World Cup at Patna,2,1,2,101,101,101,101,101,101,101,101,101,95,101,101,101,101,101,101,101,101,101,98,101,101,68,101,47,80,64,101,82,75,101,101,101,101,99,26,83,57,101,72,101,67,101,90
465,New Zealand,United Arab Emirates,"Iqbal Stadium, Faisalabad", Feb 27 1996, Wills World Cup at Faisalabad,2,1,1,69,101,37,78,21,101,50,101,32,41,26,101,51,39,101,101,101,44,101,17,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
466,Australia,India,"Wankhede Stadium, Mumbai", Feb 27 1996, Wills World Cup at Mumbai,1,1,1,3,55,13,101,57,101,28,50,62,81,9,100,101,89,44,101,88,2,101,38,101,7,29,94,2,54,16,101,8,101,42,101,52,20,72,101,101,5,101,9,101,42,101,22
467,Kenya,West Indies,"Nehru Stadium, Pune", Feb 29 1996, Wills World Cup at Pune,2,1,1,101,101,101,101,101,101,101,101,101,67,101,101,101,89,101,101,101,101,101,101,101,101,57,101,37,101,2,101,61,101,48,77,60,101,92,26,101,23,101,4,101,9,101,75
468,Pakistan,South Africa,"National Stadium, Karachi", Feb 29 1996, Wills World Cup at Karachi,1,1,2,101,101,27,101,101,101,7,101,101,101,65,2,80,101,101,101,101,24,101,65,101,19,31,101,6,101,54,33,29,101,70,101,5,21,91,42,101,101,101,8,101,12,101,80
469,Zimbabwe,Australia,"Vidarbha C.A. Ground, Nagpur", Mar 1 1996, Wills World Cup at Nagpur,1,1,2,62,101,47,82,86,76,65,101,101,101,101,101,101,26,80,53,101,71,101,73,101,97,14,101,3,56,55,101,28,47,63,83,9,101,101,86,44,101,88,1,101,34,101,3
470,Netherlands,United Arab Emirates,"Gaddafi Stadium, Lahore", Mar 1 1996, Wills World Cup at Lahore,2,1,2,101,101,101,101,101,101,101,101,84,101,101,92,101,85,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
471,India,Sri Lanka,"Feroz Shah Kotla, Delhi", Mar 2 1996, Wills World Cup at Delhi,2,1,2,52,25,1,53,43,101,8,101,17,101,30,95,73,101,101,9,101,6,101,85,101,40,45,48,55,101,33,88,14,69,9,63,101,101,34,101,87,37,90,10,101,58,101,101
472,England,Pakistan,"National Stadium, Karachi", Mar 3 1996, Wills World Cup at Karachi,1,1,2,13,101,15,101,7,67,22,101,21,101,98,101,96,62,101,31,101,30,101,60,101,39,101,101,24,101,101,101,5,101,39,101,101,101,101,101,80,101,101,21,101,18,101,101
473,Australia,West Indies,"Sawai Mansingh Stadium, Jaipur", Mar 4 1996, Wills World Cup at Jaipur,1,1,2,3,50,17,101,40,101,26,46,11,100,59,83,48,101,71,4,86,1,101,33,101,6,58,101,101,101,2,101,32,101,62,101,90,25,50,72,57,101,101,26,101,3,101,7
474,South Africa,Netherlands,Rawalpindi Cricket Stadium, Mar 5 1996, Wills World Cup at Rawalpindi,1,1,1,4,101,27,101,5,20,30,101,68,101,54,31,92,43,101,101,101,45,101,8,101,12,101,101,101,101,101,101,90,101,101,101,101,101,101,101,101,101,101,101,101,98,101,101
475,India,Zimbabwe,"Green Park, Kanpur", Mar 6 1996, Wills World Cup at Kanpur,2,1,1,1,53,11,101,46,101,8,101,10,101,28,90,69,101,101,4,101,8,101,45,101,18,61,101,49,80,92,76,63,101,101,101,101,101,96,22,79,49,101,69,101,101,101,101
476,Sri Lanka,Kenya,"Asgiriya Stadium, Kandy", Mar 6 1996, Wills World Cup at Kandy,2,1,1,43,47,53,101,34,86,12,67,9,61,101,101,35,101,89,9,85,35,101,58,101,101,101,101,101,101,70,101,101,68,101,101,101,101,101,101,101,101,101,88,101,101,101,101
477,Pakistan,New Zealand,"Gaddafi Stadium, Lahore", Mar 6 1996, Wills World Cup at Lahore,2,1,1,101,101,20,101,101,101,6,101,40,101,101,101,65,3,81,101,101,17,101,19,101,101,73,101,39,74,101,101,19,101,51,101,33,40,29,101,52,38,101,44,101,101,101,20
478,England,Sri Lanka,"Iqbal Stadium, Faisalabad", Mar 9 1996, Wills World Cup at Faisalabad,1,1,2,101,101,16,101,7,64,25,101,76,17,30,101,99,101,101,101,101,26,101,58,101,101,35,45,52,101,32,85,13,68,10,60,101,101,34,101,84,27,88,7,101,101,101,101
479,India,Pakistan,"M.Chinnaswamy Stadium, Bengaluru", Mar 9 1996, Wills World Cup at Bengaluru,1,1,1,9,101,2,53,47,101,8,101,12,101,22,87,69,101,101,3,101,10,101,37,101,19,101,101,18,101,101,101,6,101,101,101,40,101,78,101,101,20,101,18,101,54,101,101
480,West Indies,South Africa,"National Stadium, Karachi", Mar 11 1996, Wills World Cup at Karachi,1,1,1,54,101,101,101,1,101,32,101,90,24,83,101,48,67,56,101,101,31,101,2,101,9,25,101,6,101,23,101,4,25,28,101,51,28,85,43,101,101,101,39,101,8,101,78
481,New Zealand,Australia,"MA Chidambaram Stadium, Chepauk, Chennai", Mar 11 1996, Wills World Cup at Chennai,1,1,2,73,101,41,70,101,101,24,101,58,47,52,101,33,44,29,101,49,41,101,36,101,40,17,101,3,49,38,101,82,1,26,46,53,81,14,90,44,101,70,7,101,29,101,5
482,Sri Lanka,India,"Eden Gardens, Kolkata", Mar 13 1996, Wills World Cup at Kolkata,2,1,1,36,37,55,101,33,87,8,67,31,101,9,60,101,101,87,26,82,5,101,101,101,101,2,48,12,101,46,101,10,101,13,101,101,8,28,86,72,101,101,63,101,4,101,38
483,Australia,West Indies,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh", Mar 14 1996, Wills World Cup at Chandigarh,1,1,1,3,50,18,101,45,101,27,46,40,83,8,89,41,101,70,7,83,2,101,30,101,4,44,101,101,101,1,101,31,101,91,24,96,54,58,99,50,69,101,27,101,1,101,10
484,Australia,Sri Lanka,"Gaddafi Stadium, Lahore", Mar 17 1996, Wills World Cup at Lahore,2,1,2,17,101,3,52,38,101,28,46,82,2,43,83,9,89,45,101,67,7,101,30,101,4,35,37,54,101,31,87,8,62,10,60,101,101,32,101,86,24,81,6,101,101,101,101
485,West Indies,New Zealand,"Queen's Park Oval, Port of Spain, Trinidad", Mar 29 1996, New Zealand tour of West Indies at Port of Spain,2,1,2,52,101,38,101,1,101,40,41,55,95,71,101,90,23,101,101,101,31,101,1,101,101,67,101,41,62,101,101,17,101,29,101,33,43,58,40,101,34,49,46,77,12,101,45
486,New Zealand,West Indies,"Queen's Park Oval, Port of Spain, Trinidad", Mar 30 1996, New Zealand tour of West Indies at Port of Spain,1,1,2,69,101,49,101,37,62,18,101,33,45,29,101,58,42,101,101,51,46,101,34,77,12,55,101,43,101,1,101,38,39,53,92,71,101,90,21,101,101,101,101,101,1,101,101
487,Pakistan,Sri Lanka,"Singapore Cricket Club, Padang", Apr 1 1996, Singer Cup at Singapore,2,1,2,101,101,19,101,6,101,101,101,101,101,20,101,78,101,101,18,101,65,101,101,101,91,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
488,Sri Lanka,Pakistan,"Singapore Cricket Club, Padang", Apr 2 1996, Singer Cup at Singapore,2,1,1,31,34,54,101,32,88,8,64,10,61,101,101,33,101,79,26,83,3,101,101,101,101,101,101,19,101,101,101,101,101,6,101,101,101,101,17,80,101,101,60,101,101,101,91
489,India,Sri Lanka,"Singapore Cricket Club, Padang", Apr 3 1996, Singer Cup at Singapore,1,1,1,2,48,9,101,12,101,101,101,47,101,30,85,73,101,101,8,101,6,101,35,101,15,33,36,55,101,101,101,10,60,31,101,11,63,101,101,101,101,83,5,101,101,101,101
490,New Zealand,West Indies,"Bourda, Georgetown, Guyana", Apr 3 1996, New Zealand tour of West Indies at Georgetown,2,1,1,62,101,36,62,101,101,18,101,59,37,49,101,32,41,52,46,101,33,101,74,79,7,57,101,46,101,1,101,40,39,53,93,65,101,101,101,91,22,101,101,101,1,101,12
491,India,Pakistan,"Singapore Cricket Club, Padang", Apr 5 1996, Singer Cup at Singapore,2,1,2,10,101,2,48,13,101,101,101,46,101,31,85,73,101,101,8,101,7,101,38,101,18,101,101,17,101,101,101,101,101,6,101,101,101,78,101,101,19,101,23,101,54,101,101
492,New Zealand,West Indies,"Arnos Vale Ground, Kingstown, St Vincent", Apr 6 1996, New Zealand tour of West Indies at Kingstown,2,1,2,63,101,39,62,101,101,16,101,51,101,33,43,28,101,53,39,101,34,101,69,77,7,101,101,47,98,1,101,35,40,64,101,52,87,101,101,89,23,101,101,101,1,101,101
493,Pakistan,Sri Lanka,"Singapore Cricket Club, Padang", Apr 7 1996, Singer Cup at Singapore,2,1,1,101,101,19,101,101,101,101,101,6,101,101,101,80,101,101,101,101,54,101,19,101,52,27,35,58,101,34,89,10,60,32,101,13,63,101,101,81,25,79,4,101,101,101,101
494,Pakistan,India,Sharjah Cricket Stadium, Apr 12 1996, Pepsi Sharjah Cup at Sharjah,2,1,1,101,101,18,101,101,101,101,101,7,101,101,101,77,101,101,18,101,101,101,20,101,49,31,85,2,47,10,101,13,101,101,101,42,101,66,101,101,7,101,10,101,101,101,19
495,South Africa,Pakistan,Sharjah Cricket Stadium, Apr 13 1996, Pepsi Sharjah Cup at Sharjah,1,1,1,22,101,4,101,15,101,5,26,23,101,50,25,85,39,67,101,101,30,101,5,93,8,101,101,17,101,101,101,101,101,7,101,101,101,81,101,101,49,101,101,101,19,101,24
496,Sri Lanka,West Indies,"Queen's Park Oval, Port of Spain, Trinidad", Apr 13 1996, Sri Lanka tour of West Indies at Port of Spain,1,1,1,25,36,56,101,32,89,11,60,12,63,101,101,78,3,33,101,101,101,80,21,101,101,48,94,101,101,1,101,35,42,49,80,65,101,92,20,101,101,101,101,101,34,101,12
497,South Africa,India,Sharjah Cricket Stadium, Apr 14 1996, Pepsi Sharjah Cup at Sharjah,1,1,1,4,101,23,101,16,101,101,30,5,26,25,101,49,20,76,28,67,101,101,3,93,9,28,83,2,47,101,101,11,101,39,101,13,101,92,10,101,101,64,101,101,11,101,19
498,India,Pakistan,Sharjah Cricket Stadium, Apr 15 1996, Pepsi Sharjah Cup at Sharjah,1,1,1,101,101,2,46,10,101,29,83,91,11,13,101,40,101,63,101,101,63,101,8,101,35,101,101,20,101,74,101,101,101,101,101,9,101,27,101,101,101,101,17,101,52,101,48
499,Pakistan,South Africa,Sharjah Cricket Stadium, Apr 16 1996, Pepsi Sharjah Cup at Sharjah,1,1,2,101,101,21,101,101,101,8,101,74,101,101,101,28,101,101,101,101,18,101,24,101,88,20,101,4,101,101,31,64,95,101,101,25,101,101,101,77,27,68,101,101,2,93,5
500,India,South Africa,Sharjah Cricket Stadium, Apr 17 1996, Pepsi Sharjah Cup at Sharjah,1,1,2,101,101,2,46,10,101,39,101,15,101,23,80,63,101,100,8,89,11,101,35,101,18,4,101,62,93,13,101,5,27,101,101,73,28,25,101,48,23,67,101,92,3,101,63
501,South Africa,India,Sharjah Cricket Stadium, Apr 19 1996, Pepsi Sharjah Cup at Sharjah,1,1,1,3,101,21,101,15,101,101,33,5,28,101,101,48,23,72,26,67,101,101,3,92,4,101,101,2,48,98,8,11,101,38,101,13,101,26,78,89,12,60,101,101,34,101,19
502,England,India,"Kennington Oval, London", May 23-24 1996, India tour of England at London,1,1,2,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
503,India,England,"Headingley, Leeds", May 25 1996, India tour of England at Leeds,2,1,2,101,101,3,52,12,101,13,101,39,101,24,78,60,101,101,7,90,11,101,101,101,28,20,101,101,101,6,65,18,101,101,101,29,101,101,101,98,15,101,26,101,31,101,50
504,India,England,"Old Trafford, Manchester", May 26-27 1996, India tour of England at Manchester,1,1,2,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
505,Australia,Zimbabwe,"R.Premadasa Stadium, Khettarama, Colombo", Aug 26 1996, Singer World Series at Colombo,1,1,1,49,101,4,47,35,101,25,44,42,81,9,87,101,101,101,101,68,8,101,29,101,5,45,75,101,101,36,101,58,101,101,101,89,65,101,101,99,93,82,45,91,21,101,46
506,India,Sri Lanka,"R.Premadasa Stadium, Khettarama, Colombo", Aug 28 1996, Singer World Series at Colombo,1,1,2,27,77,3,51,101,101,11,101,20,101,101,101,90,11,60,101,101,10,101,62,101,21,16,34,51,101,10,58,31,88,101,101,101,101,32,101,80,19,78,6,101,101,101,56
507,Pakistan,England,"Old Trafford, Manchester", Aug 29 1996, Pakistan tour of England and Scotland at Manchester,1,1,2,21,101,101,101,101,101,67,8,8,101,101,101,101,101,101,25,101,46,101,17,101,52,101,101,29,101,16,101,18,101,101,101,101,101,101,101,101,101,101,26,101,101,101,101
508,Australia,Sri Lanka,"R.Premadasa Stadium, Khettarama, Colombo", Aug 30 1996, Singer World Series at Colombo,1,1,2,4,48,50,101,42,82,9,86,25,44,34,101,101,101,101,101,101,101,101,20,101,5,14,31,53,101,32,88,10,58,13,63,101,101,31,101,101,95,80,19,78,8,101,101
509,England,Pakistan,"Edgbaston, Birmingham", Aug 31 1996, Pakistan tour of England and Scotland at Birmingham,2,1,1,99,101,25,101,22,101,19,101,101,101,101,101,101,101,101,23,101,84,101,101,101,101,18,101,101,101,101,101,101,101,10,101,101,101,66,10,101,20,101,45,101,17,101,52
510,Zimbabwe,India,"Sinhalese Sports Club Ground, Colombo", Sep 1 1996, Singer World Series at Colombo,2,1,2,59,101,82,47,36,101,101,101,43,75,101,101,90,64,101,95,97,20,101,101,101,66,25,73,3,51,101,101,11,101,19,101,101,101,60,101,101,6,101,101,89,11,101,22
511,England,Pakistan,"Trent Bridge, Nottingham", Sep 1 1996, Pakistan tour of England and Scotland at Nottingham,1,1,2,75,101,28,101,22,101,101,101,101,101,101,101,101,87,101,21,101,63,101,45,101,91,13,101,101,101,101,101,101,101,101,101,101,101,66,8,70,101,101,38,101,17,101,101
512,Zimbabwe,Sri Lanka,"Sinhalese Sports Club Ground, Colombo", Sep 3 1996, Singer World Series at Colombo,2,1,2,44,76,78,47,37,101,56,101,101,101,85,101,88,63,101,101,97,18,101,101,101,101,17,34,53,101,33,88,6,56,14,59,101,101,101,101,101,93,101,101,101,101,101,52
513,India,Australia,"Sinhalese Sports Club Ground, Colombo", Sep 6 1996, Singer World Series at Colombo,2,1,2,59,101,3,51,101,101,11,101,21,101,27,72,91,101,101,92,92,12,101,6,101,23,49,101,4,49,38,101,25,43,37,81,7,82,101,101,101,101,67,10,101,25,101,2
514,Sri Lanka,Australia,"R.Premadasa Stadium, Khettarama, Colombo", Sep 7 1996, Singer World Series at Colombo,2,1,1,17,34,49,101,33,89,5,56,13,59,101,101,31,101,101,81,80,19,79,7,101,101,4,50,50,101,38,101,24,43,36,83,8,82,101,101,101,101,67,12,101,27,101,2
515,Pakistan,India,"Toronto Cricket, Skating and Curling Club", Sep 16 1996, Pakistan tour of Canada at Toronto,2,1,2,12,101,101,101,101,101,10,101,101,101,101,101,66,10,101,101,101,101,101,39,101,17,60,101,3,53,101,101,11,101,21,101,27,72,92,101,101,73,101,6,91,9,101,22
516,India,Pakistan,"Toronto Cricket, Skating and Curling Club", Sep 17 1996, Pakistan tour of Canada at Toronto,2,1,2,59,101,3,52,82,101,9,101,25,101,26,73,94,9,88,101,101,64,101,6,101,20,10,101,101,101,101,101,11,101,101,101,101,101,66,10,101,101,101,23,101,35,101,21
517,India,Pakistan,"Toronto Cricket, Skating and Curling Club", Sep 18 1996, Pakistan tour of Canada at Toronto,1,1,1,59,101,3,53,66,101,9,101,24,101,26,74,101,64,96,9,101,63,101,2,101,15,10,101,101,101,101,101,101,101,101,101,101,101,68,10,101,101,101,35,101,22,101,20
